timestamp,endpoint,status,latency_ms
2026-05-09T02:00:45.872843,health_check,200,283.29
2026-05-09T02:00:45.873039,login,200,234.85
2026-05-09T02:00:45.890586,health_check,200,223.75
2026-05-09T02:00:45.892163,login,200,204.48
2026-05-09T02:00:45.905352,validate_token,200,252.02
2026-05-09T02:00:45.907383,validate_token,200,237.48
2026-05-09T02:00:45.941249,login,200,216.46
2026-05-09T02:00:45.962099,cost_summary,200,445.1
2026-05-09T02:00:45.980388,cost_summary,200,434.39
2026-05-09T02:00:45.980693,health_check,200,228.23
2026-05-09T02:00:45.980782,validate_token,200,221.15
2026-05-09T02:00:45.981097,login,200,235.66
2026-05-09T02:00:45.995741,login,200,233.48
2026-05-09T02:00:46.007428,validate_token,200,242.21
2026-05-09T02:00:46.010165,validate_token,200,220.43
2026-05-09T02:00:46.015694,login,200,254.01
2026-05-09T02:00:46.039362,validate_token,200,224.14
2026-05-09T02:00:46.040418,login,200,230.0
2026-05-09T02:00:46.053117,cost_summary,200,386.46
2026-05-09T02:00:46.062600,login,200,231.02
2026-05-09T02:00:46.063051,validate_token,200,212.46
2026-05-09T02:00:46.063403,login,200,231.08
2026-05-09T02:00:46.079710,cost_summary,200,404.45
2026-05-09T02:00:46.086511,cost_summary,200,360.75
2026-05-09T02:00:46.099615,login,200,228.49
2026-05-09T02:00:46.118247,validate_token,200,228.34
2026-05-09T02:00:46.155750,cost_summary,200,399.73
2026-05-09T02:00:46.156610,login,200,240.13
2026-05-09T02:00:46.156683,validate_token,200,230.43
2026-05-09T02:00:46.158631,validate_token,200,268.95
2026-05-09T02:00:46.183299,login,200,249.85
2026-05-09T02:00:46.197371,cost_summary,200,404.56
2026-05-09T02:00:46.199926,login,200,234.68
2026-05-09T02:00:46.200819,cost_summary,200,435.49
2026-05-09T02:00:46.232364,login,200,238.83
2026-05-09T02:00:46.233127,login,200,257.7
2026-05-09T02:00:46.235844,login,200,240.83
2026-05-09T02:00:46.239035,login,200,240.49
2026-05-09T02:00:46.262620,cost_summary,200,366.46
2026-05-09T02:00:46.264334,validate_token,200,274.59
2026-05-09T02:00:46.285286,cost_summary,200,416.91
2026-05-09T02:00:46.285548,validate_token,200,292.17
2026-05-09T02:00:46.317128,login,200,260.1
2026-05-09T02:00:46.317211,login,200,261.24
2026-05-09T02:00:46.318687,login,200,246.58
2026-05-09T02:00:46.327787,validate_token,200,233.79
2026-05-09T02:00:46.341653,validate_token,200,245.87
2026-05-09T02:00:46.400270,login,200,277.61
2026-05-09T02:00:46.402140,validate_token,200,308.33
2026-05-09T02:00:46.404639,validate_token,200,253.01
2026-05-09T02:00:46.409239,validate_token,200,278.22
2026-05-09T02:00:46.410142,cost_summary,200,435.93
2026-05-09T02:00:46.447165,validate_token,200,276.13
2026-05-09T02:00:46.447256,validate_token,200,307.72
2026-05-09T02:00:46.458354,validate_token,200,304.56
2026-05-09T02:00:46.458838,health_check,200,269.49
2026-05-09T02:00:46.463748,validate_token,200,235.41
2026-05-09T02:00:46.475737,login,200,282.61
2026-05-09T02:00:46.476290,cost_summary,200,434.97
2026-05-09T02:00:46.502670,validate_token,200,321.54
2026-05-09T02:00:46.513512,cost_summary,200,436.42
2026-05-09T02:00:46.527649,cost_summary,200,404.4
2026-05-09T02:00:46.536356,login,200,273.29
2026-05-09T02:00:46.536514,validate_token,200,292.24
2026-05-09T02:00:46.554372,cost_summary,200,451.29
2026-05-09T02:00:46.589294,validate_token,200,267.84
2026-05-09T02:00:46.597409,validate_token,200,260.46
2026-05-09T02:00:46.598321,health_check,200,287.93
2026-05-09T02:00:46.600659,validate_token,200,232.64
2026-05-09T02:00:46.612476,health_check,200,257.99
2026-05-09T02:00:46.615874,login,200,274.36
2026-05-09T02:00:46.654298,cost_summary,200,438.87
2026-05-09T02:00:46.654933,login,200,252.48
2026-05-09T02:00:46.665082,validate_token,200,254.83
2026-05-09T02:00:46.666724,health_check,200,258.42
2026-05-09T02:00:46.668962,login,200,237.97
2026-05-09T02:00:46.670985,validate_token,200,263.02
2026-05-09T02:00:46.673641,validate_token,200,241.66
2026-05-09T02:00:46.713726,cost_summary,200,453.46
2026-05-09T02:00:46.736824,cost_summary,200,413.84
2026-05-09T02:00:46.738160,validate_token,200,239.03
2026-05-09T02:00:46.739919,validate_token,200,258.51
2026-05-09T02:00:46.740663,cost_summary,200,425.23
2026-05-09T02:00:46.783890,cost_summary,200,427.09
2026-05-09T02:00:46.786747,validate_token,200,303.76
2026-05-09T02:00:46.786895,login,200,271.74
2026-05-09T02:00:46.788363,validate_token,200,239.81
2026-05-09T02:00:46.793056,validate_token,200,264.51
2026-05-09T02:00:46.818768,validate_token,200,268.74
2026-05-09T02:00:46.822267,login,200,250.87
2026-05-09T02:00:46.823651,cost_summary,200,370.23
2026-05-09T02:00:46.834066,login,200,300.51
2026-05-09T02:00:46.857180,validate_token,200,274.94
2026-05-09T02:00:46.858417,validate_token,200,252.02
2026-05-09T02:00:46.885043,cost_summary,200,618.89
2026-05-09T02:00:46.895547,login,200,272.86
2026-05-09T02:00:46.897327,validate_token,200,272.16
2026-05-09T02:00:46.921829,cost_summary,200,344.81
2026-05-09T02:00:46.940210,validate_token,200,287.67
2026-05-09T02:00:46.943335,login,200,266.63
2026-05-09T02:00:46.943853,validate_token,200,269.67
2026-05-09T02:00:46.943907,validate_token,200,273.69
2026-05-09T02:00:46.946721,validate_token,200,776.3
2026-05-09T02:00:46.947794,login,200,282.59
2026-05-09T02:00:46.970639,login,200,294.47
2026-05-09T02:00:46.971489,login,200,261.6
2026-05-09T02:00:46.988935,validate_token,200,262.59
2026-05-09T02:00:46.993146,validate_token,200,279.61
2026-05-09T02:00:46.993706,validate_token,200,285.36
2026-05-09T02:00:46.994192,validate_token,200,270.07
2026-05-09T02:00:46.996770,login,200,269.27
2026-05-09T02:00:47.083825,cost_summary,200,494.12
